Ano de eleição;Cargo;UF;Nome candidato;Número candidato;Partido;Gênero;Votos válidos;Votos nominais;Data de carga
2022;Deputado Federal;SP;ELIAS TEIXEIRA;3663;AGIR;Masculino;23375585;205;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLAUDINEI DE OLIVEIRA BARBOSA;1418;PTB;Masculino;23375585;5531;2025-03-25 03:36:58
2022;Deputado Federal;SP;OSMAR BENEDITO PRIANTE;1455;PTB;Masculino;23375585;1316;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLAUDIA NERYS DE OLIVEIRA;2046;PSC;Feminino;23375585;191;2025-03-25 03:36:58
2022;Deputado Federal;SP;ALEXANDRE MANOEL LEME;4419;UNIÃO;Masculino;23375585;1242;2025-03-25 03:36:58
2022;Deputado Federal;SP;ALESSANDRO SOUSA DA SILVA;9057;PROS;Masculino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;CAIO LYSIAS SPINA;3300;PMN;Masculino;23375585;427;2025-03-25 03:36:58
2022;Deputado Federal;SP;BARBARA HUYARA DE OLIVEIRA VICTORIANO KOGOS;1069;REPUBLICANOS;Feminino;23375585;789;2025-03-25 03:36:58
2022;Deputado Federal;SP;BIANCA MARIA DELLA SANTA PIMENTA;9066;PROS;Feminino;23375585;120;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIA ELI FERNANDES DOS SANTOS MANIÇOBA;5040;PSOL;Feminino;23375585;1244;2025-03-25 03:36:58
2022;Deputado Federal;SP;SONIA MARIA DELFINO;4540;PSDB;Feminino;23375585;3439;2025-03-25 03:36:58
2022;Deputado Federal;SP;MANOEL EDUARDO PEREIRA DA CRUZ PALOMINO;1180;PP;Masculino;23375585;4304;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANA FLÁVIA DE FARIAS ZENAIDE;7097;AVANTE;Feminino;23375585;145;2025-03-25 03:36:58
2022;Deputado Federal;SP;ALEXANDRE LUÍS NOBRE TERRERI;1880;REDE;Masculino;23375585;487;2025-03-25 03:36:58
2022;Deputado Federal;SP;IGOR COIMBRA MANHANI;1129;PP;Masculino;23375585;2684;2025-03-25 03:36:58
2022;Deputado Federal;SP;ROSEMEIRE SANTIAGO;2868;PRTB;Feminino;23375585;683;2025-03-25 03:36:58
2022;Deputado Federal;SP;OSMAR DELLA PASCHOA JUNIOR;3550;PMB;Masculino;23375585;591;2025-03-25 03:36:58
2022;Deputado Federal;SP;RAUL CAMPOS NASCIMENTO;5001;PSOL;Masculino;23375585;1929;2025-03-25 03:36:58
2022;Deputado Federal;SP;ESTHEFANIA ROBERTA DE OLIVEIRA;5014;PSOL;Feminino;23375585;1092;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULO GUILHERMINO DE ARAUJO;3588;PMB;Masculino;23375585;112;2025-03-25 03:36:58
2022;Deputado Federal;SP;FLÁVIA OLIVITO LANCHA ALVES DE OLIVEIRA;5525;PSD;Feminino;23375585;29841;2025-03-25 03:36:58
2022;Deputado Federal;SP;CARLOS HENRIQUE DARDE;3653;AGIR;Masculino;23375585;142;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIA APARECIDA DE SOUZA MARQUES;3312;PMN;Feminino;23375585;100;2025-03-25 03:36:58
2022;Deputado Federal;SP;FERNANDA DE ARAÚJO COSTA;9050;PROS;Feminino;23375585;281;2025-03-25 03:36:58
2022;Deputado Federal;SP;DENILSON ROCHA ZIROLDO;5540;PSD;Masculino;23375585;5355;2025-03-25 03:36:58
2022;Deputado Federal;SP;BRUNO MADEIRA DE CARVALHO;1454;PTB;Masculino;23375585;1581;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANDRÉ ALMEIDA MILIAN;3607;AGIR;Masculino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;DOUGLAS ELIAS BELCHIOR;1375;PT;Masculino;23375585;50391;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCIO RODRIGUES;1970;PODE;Masculino;23375585;2314;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSÉ AUGUSTO BARBOSA DA SILVA;3355;PMN;Masculino;23375585;358;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCELO RODRIGUES JUNIOR;5118;PATRIOTA;Masculino;23375585;339;2025-03-25 03:36:58
2022;Deputado Federal;SP;ROGÉRIO COELHO GRAFT;5144;PATRIOTA;Masculino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;AUGUSTO DE ARRUDA BOTELHO NETO;4004;PSB;Masculino;23375585;42954;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO BENEDUCI ASSAD;1611;PSTU;Masculino;23375585;477;2025-03-25 03:36:58
2022;Deputado Federal;SP;FERNANDO BELCHIOR DIAS;5153;PATRIOTA;Masculino;23375585;2350;2025-03-25 03:36:58
2022;Deputado Federal;SP;STELA MARIA ATANÁZIO;2701;DC;Feminino;23375585;247;2025-03-25 03:36:58
2022;Deputado Federal;SP;CARLOS AUGUSTO LESSA;2783;DC;Masculino;23375585;176;2025-03-25 03:36:58
2022;Deputado Federal;SP;NILTO IGNÁCIO TATTO;1353;PT;Masculino;23375585;151861;2025-03-25 03:36:58
2022;Deputado Federal;SP;FELIPE BECARI COMENALE;4407;UNIÃO;Masculino;23375585;178777;2025-03-25 03:36:58
2022;Deputado Federal;SP;ORLANDO SILVA DE JESUS JUNIOR;6565;PC do B;Masculino;23375585;108059;2025-03-25 03:36:58
2022;Deputado Federal;SP;JORGE EDUARDO RUBIES;7071;AVANTE;Masculino;23375585;404;2025-03-25 03:36:58
2022;Deputado Federal;SP;MATHEUS DE OLIVEIRA PINTO;2202;PL;Masculino;23375585;15166;2025-03-25 03:36:58
2022;Deputado Federal;SP;THAIS ALBERTINA DA CRUZ;2897;PRTB;Feminino;23375585;7;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSÉ AUGUSTO ROSA;2200;PL;Masculino;23375585;168740;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULO NISHIKAWA;2214;PL;Masculino;23375585;8166;2025-03-25 03:36:58
2022;Deputado Federal;SP;VERA LÚCIA SANTOS DE FRANÇA;3679;AGIR;Feminino;23375585;100;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO TAROCO;1005;REPUBLICANOS;Masculino;23375585;20897;2025-03-25 03:36:58
2022;Deputado Federal;SP;GONZAGA MENDES DE OLIVEIRA;3640;AGIR;Masculino;23375585;282;2025-03-25 03:36:58
2022;Deputado Federal;SP;CIBELE FRANCO NAZARETH;3015;NOVO;Feminino;23375585;534;2025-03-25 03:36:58
2022;Deputado Federal;SP;HERNANI ALBERTO MONACO LEONHARDT;1588;MDB;Masculino;23375585;4407;2025-03-25 03:36:58
2022;Deputado Federal;SP;PRISCILLA ROBERTA GASPAR DE OLIVEIRA;2005;PSC;Feminino;23375585;4609;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANA PAULA JOSÉ EMÍDIO DA SILVA;2014;PSC;Feminino;23375585;877;2025-03-25 03:36:58
2022;Deputado Federal;SP;EUNICE FATIMA RODRIGUES REBOUÇAS DO NASCIMENTO;7766;SOLIDARIEDADE;Feminino;23375585;801;2025-03-25 03:36:58
2022;Deputado Federal;SP;JULIO CESAR DE LIMA MORAES;4087;PSB;Masculino;23375585;116;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOAO NAVES NETO;4569;PSDB;Masculino;23375585;1856;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSÉ EDVALDO BRITO;7010;AVANTE;Masculino;23375585;8321;2025-03-25 03:36:58
2022;Deputado Federal;SP;JONATHAN PEREIRA DE SOUZA;3353;PMN;Masculino;23375585;231;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSE ROBERTO BARBOSA DE SOUZA;4447;UNIÃO;Masculino;23375585;2350;2025-03-25 03:36:58
2022;Deputado Federal;SP;DENILCE JOSEFINA NICOLA;3666;AGIR;Feminino;23375585;580;2025-03-25 03:36:58
2022;Deputado Federal;SP;REGINALDO ARAUJO SENA;7772;SOLIDARIEDADE;Masculino;23375585;1022;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLAUDIA CASTALDELLI CORRÊA;1004;REPUBLICANOS;Feminino;23375585;2073;2025-03-25 03:36:58
2022;Deputado Federal;SP;WALTER SHINDI IIHOSHI;5570;PSD;Masculino;23375585;55027;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULA DANIELA DE JESUS;5164;PATRIOTA;Feminino;23375585;127;2025-03-25 03:36:58
2022;Deputado Federal;SP;REYNALDO CAMPANATTI PEREIRA;3622;AGIR;Masculino;23375585;2031;2025-03-25 03:36:58
2022;Deputado Federal;SP;SANDRA CAMARINHO DE MACEDO;3014;NOVO;Feminino;23375585;595;2025-03-25 03:36:58
2022;Deputado Federal;SP;DEBORA FARIAS CABRAL;1088;REPUBLICANOS;Feminino;23375585;746;2025-03-25 03:36:58
2022;Deputado Federal;SP;RODRIGO TAVANO;3050;NOVO;Masculino;23375585;3975;2025-03-25 03:36:58
2022;Deputado Federal;SP;JILMAR AUGUSTINHO TATTO;1380;PT;Masculino;23375585;157843;2025-03-25 03:36:58
2022;Deputado Federal;SP;DÉBORA CRISTINA CHANTRE CARDOSO;1908;PODE;Feminino;23375585;1218;2025-03-25 03:36:58
2022;Deputado Federal;SP;FARID SAID MADI;1912;PODE;Masculino;23375585;31352;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCELLO FERREIRA DOS SANTOS;1655;PSTU;Masculino;23375585;1256;2025-03-25 03:36:58
2022;Deputado Federal;SP;SIRLENE DE LIMA DOMINGUES;7798;SOLIDARIEDADE;Feminino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLEIDE FRANCISCO BIZERRA DA SILVA;1954;PODE;Feminino;23375585;232;2025-03-25 03:36:58
2022;Deputado Federal;SP;JULIANA CARDOSO;1333;PT;Feminino;23375585;125517;2025-03-25 03:36:58
2022;Deputado Federal;SP;WILKY ANDRADE OKAGAWA;3618;AGIR;Masculino;23375585;51;2025-03-25 03:36:58
2022;Deputado Federal;SP;RODRIGO TAVARES DA SILVA;2877;PRTB;Masculino;23375585;1168;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO DO NASCIMENTO;2855;PRTB;Masculino;23375585;327;2025-03-25 03:36:58
2022;Deputado Federal;SP;MONIQUE FERNANDES MACHADO;2711;DC;Feminino;23375585;87;2025-03-25 03:36:58
2022;Deputado Federal;SP;JAQUES ARTUR MUNHOZ;1344;PT;Masculino;23375585;5983;2025-03-25 03:36:58
2022;Deputado Federal;SP;SILAS ALVES FEITOSA;2812;PRTB;Masculino;23375585;3799;2025-03-25 03:36:58
2022;Deputado Federal;SP;DIMITRI SEAN RIBEIRO CARNEIRO;1232;PDT;Masculino;23375585;6626;2025-03-25 03:36:58
2022;Deputado Federal;SP;HOMERO DE GIORGE CERQUEIRA;9099;PROS;Masculino;23375585;893;2025-03-25 03:36:58
2022;Deputado Federal;SP;YARA DE SOUZA LIMA;3326;PMN;Feminino;23375585;93;2025-03-25 03:36:58
2022;Deputado Federal;SP;FRANCISCO DANIEL CELEGUIM DE MORAIS;1301;PT;Masculino;23375585;167438;2025-03-25 03:36:58
2022;Deputado Federal;SP;BRUNO AREVALO GANEM;1910;PODE;Masculino;23375585;141595;2025-03-25 03:36:58
2022;Deputado Federal;SP;ELIAS BONFIM AGUIAR DE SOUZA;1066;REPUBLICANOS;Masculino;23375585;5789;2025-03-25 03:36:58
2022;Deputado Federal;SP;GIOVANI FALCONE DE CRISTO ALVES;2878;PRTB;Masculino;23375585;391;2025-03-25 03:36:58
2022;Deputado Federal;SP;JAIR CUSTÓDIO DA SILVA;1923;PODE;Masculino;23375585;1171;2025-03-25 03:36:58
2022;Deputado Federal;SP;WALTER JOSÉ DA SILVA;1984;PODE;Masculino;23375585;749;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANDERSON ALVES SIMÕES;7099;AVANTE;Masculino;23375585;20081;2025-03-25 03:36:58
2022;Deputado Federal;SP;MICHELLI CASSIANA DA PAIXÃO;1113;PP;Feminino;23375585;1303;2025-03-25 03:36:58
2022;Deputado Federal;SP;IRIS MARIA BARROS DE BRITO;3637;AGIR;Feminino;23375585;376;2025-03-25 03:36:58
2022;Deputado Federal;SP;CESAR RICARDO DOS SANTOS FERREIRA;4568;PSDB;Masculino;23375585;5553;2025-03-25 03:36:58
2022;Deputado Federal;SP;VILMA MARQUES RIBEIRO;2833;PRTB;Feminino;23375585;307;2025-03-25 03:36:58
2022;Deputado Federal;SP;ROSSIELI SOARES DA SILVA;4567;PSDB;Masculino;23375585;33516;2025-03-25 03:36:58
2022;Deputado Federal;SP;FRANCISCO JOSÉ NOGUEIRA DA SILVA;1377;PT;Masculino;23375585;13147;2025-03-25 03:36:58
2022;Deputado Federal;SP;SILVIA HELENA BUENDIA;2816;PRTB;Feminino;23375585;273;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO TAMAIO DE SOUZA;1470;PTB;Masculino;23375585;347;2025-03-25 03:36:58
2022;Deputado Federal;SP;RAFAEL ANTONIO DE SOUZA;1299;PDT;Masculino;23375585;977;2025-03-25 03:36:58
2022;Deputado Federal;SP;GILMAR ROTTA;1119;PP;Masculino;23375585;11986;2025-03-25 03:36:58
2022;Deputado Federal;SP;CELSO LUIZ PEREIRA;3525;PMB;Masculino;23375585;137;2025-03-25 03:36:58
2022;Deputado Federal;SP;SIDNEY LUIZ DA CRUZ;7702;SOLIDARIEDADE;Masculino;23375585;21034;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCIO GONÇALVES MACIEL;1552;MDB;Masculino;23375585;1945;2025-03-25 03:36:58
2022;Deputado Federal;SP;BENEDITO PEREIRA COSTA JÚNIOR;5170;PATRIOTA;Masculino;23375585;1226;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSÉ ANTONIO FERNANDES PAIVA;7734;SOLIDARIEDADE;Masculino;23375585;2227;2025-03-25 03:36:58
2022;Deputado Federal;SP;GILVANDRO JOSÉ ALVES DE OLIVEIRA FILHO;1220;PDT;Masculino;23375585;1032;2025-03-25 03:36:58
2022;Deputado Federal;SP;EDUARDO SANASSAR FONSECA;4448;UNIÃO;Masculino;23375585;637;2025-03-25 03:36:58
2022;Deputado Federal;SP;FLÁVIO DOS SANTOS ALECRIM;3343;PMN;Masculino;23375585;279;2025-03-25 03:36:58
2022;Deputado Federal;SP;SAULO PEDROSO DE SOUZA;5515;PSD;Masculino;23375585;80186;2025-03-25 03:36:58
2022;Deputado Federal;SP;LIGIA LIMA DOS SANTOS;4421;UNIÃO;Feminino;23375585;2936;2025-03-25 03:36:58
2022;Deputado Federal;SP;PEDRO TADEU BATISTA;5543;PSD;Masculino;23375585;1072;2025-03-25 03:36:58
2022;Deputado Federal;SP;DANIELA APARECIDA FELIX;4030;PSB;Feminino;23375585;1511;2025-03-25 03:36:58
2022;Deputado Federal;SP;FATIMA APARECIDA SANTOS DE SOUZA;9027;PROS;Feminino;23375585;699;2025-03-25 03:36:58
2022;Deputado Federal;SP;JAQUELINE DOMINGOS SAVIO MARTINS DO NASCIMENTO;4424;UNIÃO;Feminino;23375585;606;2025-03-25 03:36:58
2022;Deputado Federal;SP;GREICE NAOMI YAMAGUCHI;9021;PROS;Feminino;23375585;279;2025-03-25 03:36:58
2022;Deputado Federal;SP;FERNANDO CAPEZ;4456;UNIÃO;Masculino;23375585;40346;2025-03-25 03:36:58
2022;Deputado Federal;SP;ALEX SPINELLI MANENTE;2323;CIDADANIA;Masculino;23375585;196866;2025-03-25 03:36:58
2022;Deputado Federal;SP;WILSON JOÃO DA TRINDADE;9058;PROS;Masculino;23375585;134;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANTONIO CEZAR CORREIA FREIRE;5577;PSD;Masculino;23375585;143434;2025-03-25 03:36:58
2022;Deputado Federal;SP;CARLOS ANDRÉ FURTADO;7014;AVANTE;Masculino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;RICARDO LIMA BRAGA SANTISTEVAN;1939;PODE;Masculino;23375585;1436;2025-03-25 03:36:58
2022;Deputado Federal;SP;ADAUTO BENTIVEGNA FILHO;7025;AVANTE;Masculino;23375585;1002;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOÃO BOSCO DE OLIVEIRA;1986;PODE;Masculino;23375585;271;2025-03-25 03:36:58
2022;Deputado Federal;SP;AMANDA SANTOS DA SILVA;5132;PATRIOTA;Feminino;23375585;319;2025-03-25 03:36:58
2022;Deputado Federal;SP;GILMAR DA SILVA GIMENES;2252;PL;Masculino;23375585;8022;2025-03-25 03:36:58
2022;Deputado Federal;SP;GUILHERME DE SOUZA;1140;PP;Masculino;23375585;508;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIA MIRTES LOPES DA SILVA CAMELO;3697;AGIR;Feminino;23375585;126;2025-03-25 03:36:58
2022;Deputado Federal;SP;KELLY PIRES FREITAS;3677;AGIR;Feminino;23375585;131;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCELO MARQUES DE SOUZA;1105;PP;Masculino;23375585;2225;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOÃO BATISTA DE OLIVEIRA;4538;PSDB;Masculino;23375585;682;2025-03-25 03:36:58
2022;Deputado Federal;SP;LUCAS SANCHES PROMESSIA;1188;PP;Masculino;23375585;40881;2025-03-25 03:36:58
2022;Deputado Federal;SP;ISIS MUSTAFÁ DE ASSIS;8000;UP;Feminino;23375585;21017;2025-03-25 03:36:58
2022;Deputado Federal;SP;TIOKI OGUSUKA;5121;PATRIOTA;Masculino;23375585;3105;2025-03-25 03:36:58
2022;Deputado Federal;SP;ADEMIR RODRIGO DA LUZ;3602;AGIR;Masculino;23375585;634;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIO PALUMBO JUNIOR;1500;MDB;Masculino;23375585;254898;2025-03-25 03:36:58
2022;Deputado Federal;SP;JUCILENE ALVES DA SILVA;2035;PSC;Feminino;23375585;107;2025-03-25 03:36:58
2022;Deputado Federal;SP;LUIZ FRANCISCO TEIXEIRA;1405;PTB;Masculino;23375585;555;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIA REGINA MENDES FERREIRA;1207;PDT;Feminino;23375585;184;2025-03-25 03:36:58
2022;Deputado Federal;SP;FAUSTO RUY PINATO;1123;PP;Masculino;23375585;72169;2025-03-25 03:36:58
2022;Deputado Federal;SP;JUAREZ DOMINGOS COSTA;2033;PSC;Masculino;23375585;519;2025-03-25 03:36:58
2022;Deputado Federal;SP;VICENTE PAULO DA SILVA;1390;PT;Masculino;23375585;82912;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIANA CERGOLI JANEIRO;1366;PT;Feminino;23375585;22464;2025-03-25 03:36:58
2022;Deputado Federal;SP;THIAGO HENRIQUE DA SILVA DORIGAN;2067;PSC;Masculino;23375585;279;2025-03-25 03:36:58
2022;Deputado Federal;SP;TANDARA ALVES CAIXETA;1511;MDB;Feminino;23375585;7412;2025-03-25 03:36:58
2022;Deputado Federal;SP;SUELY APARECIDA ANTONIO;1548;MDB;Feminino;23375585;697;2025-03-25 03:36:58
2022;Deputado Federal;SP;EDVALDO DE OLIVEIRA PAULA;5108;PATRIOTA;Masculino;23375585;1133;2025-03-25 03:36:58
2022;Deputado Federal;SP;RODNEY VICENTE DE SOUZA;1531;MDB;Masculino;23375585;4884;2025-03-25 03:36:58
2022;Deputado Federal;SP;ALCIDES FERNANDES BARBOSA;1525;MDB;Masculino;23375585;1377;2025-03-25 03:36:58
2022;Deputado Federal;SP;AMANDA ROSA MARIA SILVA;7788;SOLIDARIEDADE;Feminino;23375585;1934;2025-03-25 03:36:58
2022;Deputado Federal;SP;GERALDO JERÔNIMO GONÇALVES;1215;PDT;Masculino;23375585;462;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLEUZA BORDIN QUEIROZ DA SILVA;7737;SOLIDARIEDADE;Feminino;23375585;248;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSÉ RIBAMAR PIAUILINO DE SOUSA;4355;PV;Masculino;23375585;1685;2025-03-25 03:36:58
2022;Deputado Federal;SP;JAIR GOMES DA SILVA;1475;PTB;Masculino;23375585;488;2025-03-25 03:36:58
2022;Deputado Federal;SP;MÁRCIA REBESCHINI PATELLA DA SILVA;4377;PV;Feminino;23375585;2659;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULO JOSÉ RIBEIRO DA SILVA;4008;PSB;Masculino;23375585;751;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLEVERSON FIUZA ALVES;3003;NOVO;Masculino;23375585;641;2025-03-25 03:36:58
2022;Deputado Federal;SP;WALTER FERNANDES DA SILVA;3051;NOVO;Masculino;23375585;1032;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO MOTTA BICUDO GUIMARÃES E SILVA;3058;NOVO;Masculino;23375585;497;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO RAMOS DE SOUZA;4023;PSB;Masculino;23375585;3332;2025-03-25 03:36:58
2022;Deputado Federal;SP;HELOIZA RAVASQ DA SILVA;3340;PMN;Feminino;23375585;460;2025-03-25 03:36:58
2022;Deputado Federal;SP;KALED ALI EL MALAT;5527;PSD;Masculino;23375585;1499;2025-03-25 03:36:58
2022;Deputado Federal;SP;FABIO HENRIQUE DA CONCEIÇÃO;5502;PSD;Masculino;23375585;1239;2025-03-25 03:36:58
2022;Deputado Federal;SP;WALDIR FELICIANO GUEDES;9093;PROS;Masculino;23375585;34;2025-03-25 03:36:58
2022;Deputado Federal;SP;RENATO CARVALHO DONATO;4034;PSB;Masculino;23375585;1951;2025-03-25 03:36:58
2022;Deputado Federal;SP;ORLANDO MENGATTI FILHO;4048;PSB;Masculino;23375585;2866;2025-03-25 03:36:58
2022;Deputado Federal;SP;TEREZINHA MARIA DOS SANTOS;4042;PSB;Feminino;23375585;4803;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIA AUGUSTA FERREIRA FONSECA;4417;UNIÃO;Feminino;23375585;358;2025-03-25 03:36:58
2022;Deputado Federal;SP;DOUGLAS DE PAULO VIEGAS;4434;UNIÃO;Masculino;23375585;76149;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARIA APARECIDA PINTO;5507;PSD;Feminino;23375585;1279;2025-03-25 03:36:58
2022;Deputado Federal;SP;RODRIGO ANTONIO DE AGOSTINHO MENDONÇA;4015;PSB;Masculino;23375585;65506;2025-03-25 03:36:58
2022;Deputado Federal;SP;ROBERTO SEBASTIÃO PETERNELLI JUNIOR;4444;UNIÃO;Masculino;23375585;17589;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCELO ROBERTO PAOLILLO MARTINS;9028;PROS;Masculino;23375585;110;2025-03-25 03:36:58
2022;Deputado Federal;SP;CLENILZA PANATO;2939;PCO;Feminino;23375585;177;2025-03-25 03:36:58
2022;Deputado Federal;SP;DENILSON MIOTTO;1466;PTB;Masculino;23375585;575;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULO ROBERTO FREIRE DA COSTA;2233;PL;Masculino;23375585;161675;2025-03-25 03:36:58
2022;Deputado Federal;SP;EMERSON APARECIDO DOS SANTOS;1017;REPUBLICANOS;Masculino;23375585;718;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANDRÉA REIS DUARTE;7088;AVANTE;Feminino;23375585;1050;2025-03-25 03:36:58
2022;Deputado Federal;SP;FÁTIMA MAGALHÃES DE OLIVEIRA;7035;AVANTE;Feminino;23375585;1362;2025-03-25 03:36:58
2022;Deputado Federal;SP;JUAREZ JUVÊNCIO DOS SANTOS;1975;PODE;Masculino;23375585;4047;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARTA MARIA FERREIRA ARAÚJO;7006;AVANTE;Feminino;23375585;293;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOÃO EDUARDO DADO LEITE DE CARVALHO;2260;PL;Masculino;23375585;14106;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSÉ EDILSON PACHECO SILVA;2032;PSC;Masculino;23375585;313;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCELO MORICKOCHI;1182;PP;Masculino;23375585;5734;2025-03-25 03:36:58
2022;Deputado Federal;SP;DMITRI PATRICIO DE LIMA;2310;CIDADANIA;Masculino;23375585;402;2025-03-25 03:36:58
2022;Deputado Federal;SP;ERIKA ROBERTA DOS SANTOS OLIVETTI JACOMINI;4537;PSDB;Feminino;23375585;757;2025-03-25 03:36:58
2022;Deputado Federal;SP;JHONATAN ARAUJO PANHAGUA;1156;PP;Masculino;23375585;593;2025-03-25 03:36:58
2022;Deputado Federal;SP;JOSE CARLOS FERREIRA BARBOSA;1473;PTB;Masculino;23375585;62;2025-03-25 03:36:58
2022;Deputado Federal;SP;MARCOS ESTEVÃO MARQUES SARAIVA;1537;MDB;Masculino;23375585;4864;2025-03-25 03:36:58
2022;Deputado Federal;SP;ARNALDO SALVETTI PALACIO JUNIOR;1587;MDB;Masculino;23375585;10994;2025-03-25 03:36:58
2022;Deputado Federal;SP;FABIO RINALDI MANZANO;1518;MDB;Masculino;23375585;2655;2025-03-25 03:36:58
2022;Deputado Federal;SP;ELIANE CRISTINA CAMARGO;7049;AVANTE;Feminino;23375585;293;2025-03-25 03:36:58
2022;Deputado Federal;SP;PASCOAL SOUZA SILVA;1169;PP;Masculino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;ANTONIO CARLOS RODRIGUES;2211;PL;Masculino;23375585;73054;2025-03-25 03:36:58
2022;Deputado Federal;SP;NERIA LUCIO BUZATTO;4442;UNIÃO;Feminino;23375585;3155;2025-03-25 03:36:58
2022;Deputado Federal;SP;DELBIO CAMARGO TERUEL;4499;UNIÃO;Masculino;23375585;11304;2025-03-25 03:36:58
2022;Deputado Federal;SP;SÔNIA MELHADO DE MORAIS;3623;AGIR;Feminino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;LUCIANA RIBEIRO CASTELLAN;1402;PTB;Feminino;23375585;896;2025-03-25 03:36:58
2022;Deputado Federal;SP;ROBERTO DE PAULA SOUZA;3638;AGIR;Masculino;23375585;0;2025-03-25 03:36:58
2022;Deputado Federal;SP;SILVIO NIVALDO;7017;AVANTE;Masculino;23375585;439;2025-03-25 03:36:58
2022;Deputado Federal;SP;DORIEDSON ANTONIO DA SILVA FREITAS;1800;REDE;Masculino;23375585;3560;2025-03-25 03:36:58
2022;Deputado Federal;SP;HERICA VELOSO RIBEIRO MONT'ALVÃO;2012;PSC;Feminino;23375585;8924;2025-03-25 03:36:58
2022;Deputado Federal;SP;JANAINA FERRATO ELIAS;1330;PT;Feminino;23375585;4235;2025-03-25 03:36:58
2022;Deputado Federal;SP;SINVAL MALHEIROS PINTO JUNIOR;5111;PATRIOTA;Masculino;23375585;21519;2025-03-25 03:36:58
2022;Deputado Federal;SP;LUIZ LAURO FERREIRA;1532;MDB;Masculino;23375585;3093;2025-03-25 03:36:58
2022;Deputado Federal;SP;JUNIA CRISTINA LEME MACEDO;1478;PTB;Feminino;23375585;1311;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULO MARCELO SCHALLENBERGER;7713;SOLIDARIEDADE;Masculino;23375585;853;2025-03-25 03:36:58
2022;Deputado Federal;SP;LINDINALVA DO CARMO LIMA;1236;PDT;Feminino;23375585;2327;2025-03-25 03:36:58
2022;Deputado Federal;SP;PAULO MARCIO LIMA DE OLIVEIRA;1504;MDB;Masculino;23375585;1524;2025-03-25 03:36:58
2022;Deputado Federal;SP;JANIEIRE MARIA SILVA;3018;NOVO;Feminino;23375585;292;2025-03-25 03:36:58
2022;Deputado Federal;SP;NILSON BONOME;4452;UNIÃO;Masculino;23375585;9636;2025-03-25 03:36:58
